szcodes,qa1,q1a1,q1a2,q2,q3,q4,q5,q61,q62,q63,q64,q65,q66,q67,q68,q69,q610,q7,region_code,distrct_code,urban_rural,head_name,addresss,phone_number,region_name,interviewer_name,date_of_interview,time_of_interview,intercozed,end_time_of_interview
1082995,,PII,,"Call go through, No reply",,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1546,108,154707
1082921,,PII,,Yes (if call went through and the potential respondent answered),Yes,,,,,,,,,,,,,,,,,,,,,,16092020,949,,
1082999,,PII,PII,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,Yes,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Charcoal, or kerosene",Yes,.p,Two,No,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1556,108,160428
1082927,,PII,,"Call go through, No reply",,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1023,108,102358
1082997,,PII,,Wrong phone numebr,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1554,108,155501
1082933,,PII,,"Call go through, No reply",,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1112,108,111213
1082939,,PII,,Yes (if call went through and the potential respondent answered),No,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1131,108,113600
1082993,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,Yes,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Charcoal, or kerosene",Yes,.p,Three+,Motor cycle or car (regardless of bicycle),Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1526,108,153307
1082923,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Gas, or electricity",Yes,.p,Three+,No,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,954,108,95836
1082959,,PII,,"Call go through, No reply",,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1352,108,135304
1082936,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Gas, or electricity",Yes,.p,Three+,No,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1118,108,112350
1082938,,PII,,Wrong phone numebr,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1130,108,113030
1082935,,PII,,Yes (if call went through and the potential respondent answered),Yes,No,,,,,,,,,,,,,,,,,,,,,16092020,1113,,
1082983,,PII,,Wrong phone numebr,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1447,108,144745
1082951,,PII,,"Call go through, No reply",,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1328,108,132922
1082922,,PII,,Wrong phone numebr,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,953,108,95336
1082961,,PII,,"Call go through, No reply",,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1400,108,140038
1082956,,PII,,"Call go through, No reply",,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1341,108,134151
1082917,,PII,,"Call go through, No reply",,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1318,108,131928
1082928,,PII,,Yes (if call went through and the potential respondent answered),No,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1024,108,104708
1082955,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,Yes,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Wood, crop residue, sawdust, animal waste, or other",No,.p,one,No,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1333,108,134057
1082919,,PII,,Wrong phone numebr,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,948,108,94826
1082970,,PII,,"Call go through, No reply",,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1426,108,142649
1082932,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,Yes,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Charcoal, or kerosene",No,.p,Two,No,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1048,108,105359
1082972,,PII,,"Call go through, No reply",,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1428,108,142851
1082971,,PII,,"Call go through, No reply",,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1427,108,142721
1082924,,PII,,"Call go through, No reply",,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1001,108,100211
1082926,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Charcoal, or kerosene",Yes,.p,Two,No,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1013,108,102049
1082985,,PII,,Yes (if call went through and the potential respondent answered),No,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1449,108,145030
1082945,,PII,,Yes (if call went through and the potential respondent answered),No,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1146,108,114820
1082949,,PII,,"Call go through, No reply",,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1324,108,132428
1082978,,PII,,Yes (if call went through and the potential respondent answered),No,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1438,108,144038
1082944,,PII,,Yes (if call went through and the potential respondent answered),No,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1321,108,132332
1082998,,PII,,Wrong phone numebr,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1555,108,155547
1082954,,PII,,Yes (if call went through and the potential respondent answered),No,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1331,108,133251
1082931,,PII,,Yes (if call went through and the potential respondent answered),,,,,,,,,,,,,,,,,,,,,,,16092020,1038,,
1082980,,PII,,"Call go through, No reply",,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1444,108,144426
1082967,,PII,,Wrong phone numebr,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1423,108,142422
1082929,,PII,,Yes (if call went through and the potential respondent answered),Yes,No,.p,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1026,108,102823
1082984,,PII,,"Call go through, No reply",,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1448,108,144840
1082952,,PII,,"Call go through, No reply",,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1329,108,133005
1082964,,PII,,"Call go through, No reply",,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1417,108,141738
1083003,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,Yes,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Charcoal, or kerosene",Yes,.p,Three+,Motor cycle or car (regardless of bicycle),Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1612,108,161701
1082986,,PII,,Yes (if call went through and the potential respondent answered),Yes,,,,,,,,,,,,,,,,,,,,,,16092020,1451,,
1082941,,PII,,"Call go through, No reply",,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1319,108,132022
1082925,,PII,,Yes (if call went through and the potential respondent answered),,,,,,,,,,,,,,,,,,,,,,,16092020,1006,,
1082975,,PII,,"Call go through, No reply",,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1431,108,143146
1082973,,PII,,"Call go through, No reply",,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1429,108,142944
1082960,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Charcoal, or kerosene",Yes,.p,Three+,No,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1353,108,135915
1082996,,PII,PII,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,No,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Gas, or electricity",Yes,.p,Two,Only Bicycle,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1547,108,155233
1082988,,PII,,Yes (if call went through and the potential respondent answered),Yes,No,,,,,,,,,,,,,,,,,,,,,16092020,1459,,
1082950,,PII,,Yes (if call went through and the potential respondent answered),No,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1325,108,132746
1082943,,PII,,"Call go through, No reply",,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1320,108,132115
1082946,,PII,,Wrong phone numebr,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1149,108,114925
1082920,,PII,,Wrong phone numebr,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,949,108,94903
1083001,,PII,,"Call go through, No reply",,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1608,108,160832
1082930,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Charcoal, or kerosene",Yes,.p,Three+,No,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1029,108,103808
1082937,,PII,,Yes (if call went through and the potential respondent answered),Yes,No,,,,,,,,,,,,,,,,,,,,,16092020,1126,,
1082994,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,Yes,No,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","KVIP, or WC","Charcoal, or kerosene",Yes,.p,Two,No,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1537,108,154219
1082977,,PII,,Yes (if call went through and the potential respondent answered),Yes,No,,,,,,,,,,,,,,,,,,,,,16092020,1435,,
1083002,,PII,,Wrong phone numebr,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1612,108,161208
1082969,,PII,,Wrong phone numebr,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1425,108,142605
1082965,,PII,,Call Back,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1418,108,141821
1082962,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,Yes,Yes,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","Public toilet (e.g., WC, KVIP, pit pan)","Charcoal, or kerosene",Yes,.p,Three+,No,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1401,108,140550
1082940,,PII,,Yes (if call went through and the potential respondent answered),No,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1137,108,113801
1082989,,PII,,Wrong phone numebr,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1509,108,150907
1082934,,PII,,"Call go through, No reply",,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1112,108,111258
1082979,,PII,,Yes (if call went through and the potential respondent answered),No,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1441,108,144217
1082987,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,Yes,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Gas, or electricity",Yes,.p,Three+,Motor cycle or car (regardless of bicycle),Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1453,108,145753
1082948,,PII,PII,Yes (if call went through and the potential respondent answered),Yes,,,,,,,,,,,,,,,,,,,,,,16092020,1150,,
1130666,,PII,,Wrong phone numebr,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1907,113,190836
1130659,,PII,,Refused,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1857,113,185805
1130657,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,Yes,Yes,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","Public toilet (e.g., WC, KVIP, pit pan)","Gas, or electricity",Yes,.p,one,No,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1847,113,185637
1130670,,PII,,Refused,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1911,113,191115
1130664,,PII,,Refused,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1907,113,190711
1130672,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,Yes,No,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","Public toilet (e.g., WC, KVIP, pit pan)","Charcoal, or kerosene",Yes,.p,one,No,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1914,113,192033
1130668,,PII,,Refused,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1910,113,191012
1130663,,PII,,Wrong phone numebr,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1906,113,190613
1130667,,PII,,Refused,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1909,113,190925
1130660,,PII,,"Call go through, No reply",,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1858,113,185854
1130662,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,Yes,No,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","No toilet facility (bush, beach), or other","Wood, crop residue, sawdust, animal waste, or other",Yes,.p,Two,No,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1900,113,190358
1130671,,PII,,"Call go through, No reply",,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1912,113,191234
1130669,,PII,,Refused,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1910,113,191041
1130673,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,No,No,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","Public toilet (e.g., WC, KVIP, pit pan)","Charcoal, or kerosene",No,.p,Three+,No,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1923,113,192007
1144925,,PII,,Wrong phone numebr,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1135,114,113524
1144686,,PII,,Wrong phone numebr,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1058,114,105826
1144833,,PII,,Wrong phone numebr,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1413,114,141354
1144691,,PII,,Wrong phone numebr,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1111,114,111121
1140752,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Charcoal, or kerosene",Yes,.p,Three+,No,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,922,114,92916
1144836,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,Yes,Yes,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","Public toilet (e.g., WC, KVIP, pit pan)","Charcoal, or kerosene",Yes,.p,one,No,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1416,114,142015
1144776,,PII,,Wrong phone numebr,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1331,114,133200
1144790,,PII,,Wrong phone numebr,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1335,114,133538
1144763,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Charcoal, or kerosene",No,.p,Two,No,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1146,114,115141
1144809,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,No one ages 5 to 17,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Wood, crop residue, sawdust, animal waste, or other",Yes,.p,Three+,Motor cycle or car (regardless of bicycle),Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1426,114,143202
1144805,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,Yes,No,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","KVIP, or WC","Wood, crop residue, sawdust, animal waste, or other",No,.p,one,No,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1334,114,150632
1144891,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,No,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Wood, crop residue, sawdust, animal waste, or other",No,.p,one,Only Bicycle,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1356,114,140415
1144899,,PII,,Wrong phone numebr,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1137,114,113727
1144719,,PII,,"Call go through, No reply",,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1336,114,133639
1140786,,PII,,Wrong phone numebr,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1348,114,134849
1144699,,PII,,Wrong phone numebr,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1138,114,113802
1140751,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Gas, or electricity",Yes,.p,Two,Motor cycle or car (regardless of bicycle),Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,909,114,91311
1140714,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,No,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Wood, crop residue, sawdust, animal waste, or other",No,.p,one,No,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1340,114,134418
1144838,,PII,,Wrong phone numebr,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1135,114,113557
1144865,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,Yes,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Charcoal, or kerosene",No,.p,one,Motor cycle or car (regardless of bicycle),Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1449,114,145306
1144774,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Wood, crop residue, sawdust, animal waste, or other",No,.p,Two,Motor cycle or car (regardless of bicycle),Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1436,114,144244
1144723,,PII,,Wrong phone numebr,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1349,114,134956
1144683,,PII,,Wrong phone numebr,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1052,114,105218
1144901,,PII,,Wrong phone numebr,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1134,114,113432
1144685,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,No one ages 5 to 17,Yes,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","No toilet facility (bush, beach), or other","Wood, crop residue, sawdust, animal waste, or other",Yes,.p,one,Only Bicycle,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1054,114,105640
1144688,,PII,,Wrong phone numebr,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1108,114,110817
1144788,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,No,No,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","Public toilet (e.g., WC, KVIP, pit pan)","Wood, crop residue, sawdust, animal waste, or other",No,.p,Three+,Motor cycle or car (regardless of bicycle),Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1207,114,121829
1144689,,PII,PII,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,No,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Gas, or electricity",Yes,.p,Three+,Only Bicycle,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1111,114,111501
1144682,,PII,,Wrong phone numebr,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1050,114,105046
1142890,,PII,,Call Back,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1047,114,104802
1144736,,PII,PII,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,No,No male head/ spouse,"Cement /concrete blocks, landcrete, stone, or burnt bricks","No toilet facility (bush, beach), or other","Wood, crop residue, sawdust, animal waste, or other",No,.p,one,No,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,1120,114,112411
1140756,,PII,,Wrong phone numebr,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,940,114,94022
1113782,,PII,PII,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,Yes,Yes,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","Public toilet (e.g., WC, KVIP, pit pan)","Wood, crop residue, sawdust, animal waste, or other",No,.p,Two,Only Bicycle,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,501,111,50742
1110584,,PII,,Refused,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,105,111,10559
1110580,,PII,,Refused,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,46,111,111244
1110564,,PII,,Refused,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,15092020,2130,111,213017
1110589,,PII,,Refused,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,314,111,31425
1110783,,PII,,"Call go through, No reply",,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,441,111,45818
1110573,,PII,PII,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,Yes,No,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","Public toilet (e.g., WC, KVIP, pit pan)","Wood, crop residue, sawdust, animal waste, or other",No,.p,Three+,No,Thank you,5,5,1,PII,PII,PII,PII,PII,15092020,2229,111,223314
1110581,,PII,PII,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Gas, or electricity",Yes,.p,one,No,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,49,111,5503
1110590,,PII,PII,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Charcoal, or kerosene",No,.p,Two,No,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,315,111,63917
1110586,,PII,,Wrong phone numebr,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,142,111,14203
1110585,,PII,,Refused,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,110,111,111155
1110591,,PII,PII,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,No one ages 5 to 17,No,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","Public toilet (e.g., WC, KVIP, pit pan)","Charcoal, or kerosene",Yes,.p,one,No,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,320,111,32443
1110569,,PII,,Refused,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,15092020,2158,111,111540
1113781,,PII,,Refused,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,459,111,50019
1110577,,PII,,Call Back,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,30,111,3138
1110769,,PII,,Wrong phone numebr,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,441,111,44106
1113784,,PII,,Phone engaged (Busy),,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,522,111,52348
1113787,,PII,,Phone engaged (Busy),,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,530,111,53206
1113786,,PII,,Refused,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,526,111,52630
1110587,,PII,,Wrong phone numebr,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,143,111,14314
1110588,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,Yes,No,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","Public toilet (e.g., WC, KVIP, pit pan)","Charcoal, or kerosene",No,.p,Three+,No,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,158,111,20411
1110566,,PII,,Call Back,,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,15092020,2143,111,214350
1110594,,PII,PII,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,Yes,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Charcoal, or kerosene",Yes,.p,one,No,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,426,111,42808
1110575,,PII,,Yes (if call went through and the potential respondent answered),No,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,16092020,16,111,12534
1110571,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,.p,No,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Wood, crop residue, sawdust, animal waste, or other",Yes,.p,Three+,No,Thank you,5,5,1,PII,PII,PII,PII,PII,15092020,2209,111,221415
1110572,,PII,,Yes (if call went through and the potential respondent answered),No,,,,,,,,,,,,,Thank you,5,5,1,PII,PII,PII,PII,PII,15092020,2217,111,12526
